id,genbank,assembly_genbank,taxid,Kingdom,Phylum,Class,Order ,Family,Genus,Species,species_code,genus_code
MMP10642653,CP034835,GCA_004014715.1,1709477,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp001282135,601,369
MMP00180048,AP021846,GCA_009176705.1,116092,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp009176705,602,369
MMP04299559,CP013350,GCA_001455325.1,152297,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas tetraodonis,603,369
MMP03380225,CP011030,GCA_002310795.1,152297,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas tetraodonis,603,369
MMP02603856,CP001796,GCA_000184065.1,234831,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas tetraodonis,603,369
MMP03380229,CP011034,GCA_001465295.1,1315283,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas translucida,604,369
MMP09780820,CP031961,GCA_003568825.1,314281,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas tunicata,605,369
MMP03380230,CP011032,GCA_002310815.1,314281,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas tunicata,605,369
MMP09453097,CP030092,GCA_003293715.1,1593482,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pseudoduganella,Pseudoduganella haloabium,610,371
MMP04260401,CP013189,GCA_001444425.1,1249552,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,Pseudohongiella spirulinae,611,372
MMP07347485,CP022525,GCA_002237425.1,287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,612,373
MMP07347483,CP022526,GCA_002237405.1,287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,612,373
MMP11996110,CP045416,GCA_009363815.1,2587845,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_A sp003205815,613,374
MMP00017418,AP014655.1,GCA_000828755.1,150396,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_A sp004010935,614,374
MMP04979180,CP015641,GCA_001648195.1,316,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_A sp004010935,614,374
MMP02692943,CP007509,GCA_000661915.1,316,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_A stutzeri_A,615,374
MMP02603608,CP003677.1,GCA_000267545.1,1196835,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_A stutzeri_U,616,374
MMP05216535,LT629970,GCA_900108535.1,271420,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_A xanthomarina,617,374
MMP05216198,LT629748,GCA_900105005.1,797277,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_D litoralis,618,375
MMP10255692,CP033116,GCA_009497895.1,553151,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_D pelagia_A,619,375
MMP10141492,CP032618,GCA_003626995.1,294,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_E fluorescens_BA,620,376
MMP11996128,CP045349,GCA_009363395.1,2587863,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_E khazarica,621,376
MMP11996124,CP045359,GCA_009363475.1,2587859,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_E khazarica,621,376
MMP10537036,CP034425,GCA_003952245.1,75588,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_E lactis,622,376
MMP5137566,LR215729,GCA_900682675.1,437900,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_E marincola,623,376
MMP09691142,CP031146,GCA_003391255.1,70775,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_E plecoglossicida,624,376
MMP05216296,LT629785,GCA_900105995.1,364197,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_E pohangensis,625,376
MMP13264083,CP046103,GCA_009707325.1,1702250,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_E sp002263605,626,376
MMP10922936,CP035952,GCA_004214895.1,2518644,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_E sp004214895,627,376
MMP02603914,CP006265.1,GCA_000418305.1,571800,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter cryohalolentis,632,381
MMP00061032,AP012338,GCA_000284115.1,1142394,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,Phycisphaera mikurensis,548,347
MMP10888087,AP019516,GCA_007182895.1,2517899,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter pacificensis,633,381
MMP04098990,CP012969,GCA_001854065.1,1720344,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter pacificensis,633,381
MMP09245574,CP029789,GCA_003209315.1,2203895,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sanguinis,634,381
MMP02598345,CP000713.1,GCA_000016885.1,349106,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sanguinis,634,381
MMP03975699,LJCE01000000,GCA_001435295.1,1699621,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp001435295,635,381
MMP03975701,LJCF01000000.1,GCA_001435845.1,1699623,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp001435845,636,381
MMP02598361,CP000510,GCA_000015285.1,357804,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychromonadaceae,Psychromonas,Psychromonas ingrahamii,638,383
MMP00622974,CP004404.1,GCA_000153405.2,314282,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychromonadaceae,Psychromonas,Psychromonas sp000153405,639,383
MMP02603906,CP002663.1,GCA_000209655.1,1007105,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pusillimonas,Pusillimonas_C sp000209655,641,385
MMP08394866,CP026604,GCA_003063625.1,2172099,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,RQJ05,RQJ05 sp003063625,652,391
MMP03652921,CP011797,GCA_002795845.1,1336806,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Reinekea,Reinekea forsetii,655,394
MMP02598320,CP000267,GCA_000013605.1,338969,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax,Rhodoferax ferrireducens,662,398
MMP02598375,CP000488,GCA_000015105.1,413404,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Ruthia,Ruthia magnifica,692,415
MMP08912484,CP028901,GCA_003058465.1,2163011,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,SCGC-AAA027-K21,SCGC-AAA027-K21 sp003058465,693,416
MMP02598483,CP000282,GCA_000013665.1,203122,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Saccharophagus,Saccharophagus degradans,702,424
MMP09742601,CP031415,GCA_003367315.1,2161747,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Saccharospirillum,Saccharospirillum mangrovi,704,426
MMP11026497,CP036536,GCA_005222225.1,914153,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Salinimonas,Salinimonas lutimaris,709,431
MMP09858433,CP031769,GCA_003429285.1,2303538,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Salinimonas,Salinimonas sediminis,710,431
MMP11493909,CP039852,GCA_006228385.1,2572577,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Salinimonas,Salinimonas sp006228385,711,431
MMP09065712,CP029347,GCA_003143555.1,2183582,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Saliniradius,Saliniradius amylolyticus,712,432
MMP11415895,CP039516,GCA_004916735.1,2003370,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Salinivibrio,Salinivibrio proteolyticus,714,434
MMP03581174,CP011412,GCA_001007875.1,1543721,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Sedimenticola,Sedimenticola thiotaurini,720,437
MMP08720168,CP027798,GCA_003516165.1,615,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia nematodiphila,726,440
MMP08720156,CP027796,GCA_003516185.1,615,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia nematodiphila,726,440
MMP10373660,CP033575,GCA_003721455.1,38313,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella algae,727,441
MMP02598298,CP000507,GCA_000015245.1,326297,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella amazonensis,728,441
MMP00713637,CP002811,GCA_000215895.1,693970,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella baltica,729,441
MMP02598299,CP000563,GCA_000015845.1,325240,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella baltica,729,441
MMP00623061,CP000891,GCA_000018765.1,399599,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella baltica,729,441
MMP02598398,CP000753,GCA_000017325.1,402882,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella baltica,729,441
MMP00623062,CP001252,GCA_000021665.1,407976,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella baltica,729,441
MMP00016780,CP002383,GCA_000178875.2,693973,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella baltica,729,441
MMP00016994,CP002767.1,GCA_000147735.3,693974,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella baltica,729,441
MMP10472413,LS483452,GCA_900476435.1,43661,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella benthica,730,441
MMP02598300,CP000302,GCA_000013765.1,318161,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella denitrificans,731,441
MMP12340636,CP041783,GCA_007567505.1,238836,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella donghaensis,732,441
MMP02598301,CP000447,GCA_000014705.1,318167,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella frigidimarina,733,441
MMP02598431,CP000931,GCA_000019185.1,458817,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella halifaxensis,734,441
MMP06628905,CP020472,GCA_002075795.1,93973,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella japonica,735,441
MMP10397595,CP034015,GCA_003855395.1,150120,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella livingstonensis,736,441
MMP00623064,CP000606,GCA_000016065.1,323850,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella loihica,737,441
MMP11840576,CP041153,GCA_006494755.1,260364,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella marisflavi,738,441
MMP07296262,CP022272,GCA_002215585.1,260364,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella marisflavi,738,441
MMP10928316,CP036200,GCA_004295345.1,2520507,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella maritima,739,441
MMP02598386,CP000851,GCA_000018285.1,398579,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella pealeana,740,441
MMP02603456,CP000472,GCA_000014885.1,225849,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella piezotolerans,741,441
MMP12027935,CP041036,GCA_006385555.1,2588449,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella polaris,742,441
MMP11523604,CP039928,GCA_005234075.1,2575361,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella polaris,742,441
MMP04370084,CP014782,GCA_002005305.1,225848,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella psychrophila,743,441
MMP02598315,CP000503,GCA_000015185.1,351745,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella putrefaciens,744,441
MMP02598412,CP000821,GCA_000018025.1,425104,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella sediminis,745,441
MMP02598317,CP000446,GCA_000014685.1,60480,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella sp000014665,746,441
MMP02598316,CP000444,GCA_000014665.1,60481,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella sp000014665,746,441
MMP02598318,CP000469,GCA_000203935.1,94122,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella sp000203935,747,441
MMP12084175,CP041151,GCA_006494715.1,2590015,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella sp006494715,748,441
MMP12228833,CP041614,GCA_007197555.1,2593655,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella sp007197555,749,441
MMP00060963,AP011177,GCA_000091325.1,637905,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella violacea,750,441
MMP02598391,CP000961,GCA_000019525.1,392500,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella woodyi,751,441
MMP02603035,CP003746.1,GCA_000305785.2,1117647,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Simiduia,Simiduia agarivorans,754,444
MMP02603231,CP005990.1,GCA_000485905.1,1335757,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrococcales,Nitrococcaceae,Spiribacter,Spiribacter curvatus,760,450
MMP02603230,CP005963.1,GCA_000319575.2,1260251,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrococcales,Nitrococcaceae,Spiribacter,Spiribacter salinus,761,450
MMP02603454,CP001614,GCA_000023025.1,377629,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Teredinibacter,Teredinibacter turnerae_B,826,474
MMP02687544,CP017810,GCA_001932535.1,187493,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Thalassolituus,Thalassolituus oleivorans,827,475
MMP03081496,CP006829.1,GCA_000582555.1,1208320,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Thalassolituus,Thalassolituus oleivorans,827,475
MMP2272589,HF680312.1,GCA_000355675.1,1298593,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Thalassolituus,Thalassolituus oleivorans,827,475
MMP05725820,CP017689,GCA_001831495.1,1763536,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Thalassotalea,Thalassotalea_A crassostreae,830,477
MMP11124334,CP038493,GCA_004752005.1,2552945,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Thalassotalea,Thalassotalea_A sp004752005,831,477
MMP12234422,CP041638,GCA_007197775.1,2594005,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Thalassotalea,Thalassotalea_A sp007197775,832,477
MMP02232062,CP003154.1,GCA_000227745.3,765911,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis,Thiocystis violascens,859,490
MMP00024725,AP013042,GCA_001547755.1,1303921,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Thiodubiliella,Thiodubiliella sp001547755,860,491
MMP10953901,CP036349,GCA_007753265.1,2528022,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Ga0077529,Pla111,Pla111 sp007753455,550,349
MMP07956337,CP024634,GCA_003711265.1,2360,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Thiodubiliella,Thiodubiliella sp001875585,861,491
MMP05417750,CP016543,GCA_001687665.2,414778,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Planococcus,Planococcus donghaensis,552,351
MMP04331436,CP013661,GCA_001465835.2,1374,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Planococcus,Planococcus kocurii,553,351
MMP05366382,CP016538,GCA_001687625.2,192421,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Planococcus,Planococcus maritimus,554,351
MMP05366384,CP016539,GCA_001687605.2,1038856,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Planococcus,Planococcus plakortidis,555,351
MMP06133461,CP019337,GCA_002814055.1,996801,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter reichenbachii,556,352
MMP06240835,CP019419,GCA_001975665.1,996801,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter reichenbachii,556,352
MMP02603920,CP004349,GCA_000152945.2,,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter sp000152945,557,352
MMP08125741,CP025119,GCA_002831685.1,2058137,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter sp002831685,558,352
MMP04487762,LT629794,GCA_900106075.1,1336804,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter sp900106075,559,352
MMP05726018,CP017477,GCA_001761365.1,1774273,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter vadi,560,352
MMP10954012,CP036318,GCA_007752755.1,2527990,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Poly24,Poly24 sp007751715,561,353
MMP10954010,CP036292,GCA_007751715.1,2527990,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Poly24,Poly24 sp007751715,561,353
MMP06924458,CP021235,GCA_003585765.1,323450,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter actiniarum,562,354
MMP10410599,CP036201,GCA_004299845.1,2488809,Bacteria,Verrucomicrobiota,Kiritimatiellae,Kiritimatiellales,Pontiellaceae,Pontiella,Pontiella sp004299845,563,355
MMP08458080,CP026923,GCA_002950575.1,1159327,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Pontimonas,Pontimonas salivibrio,564,356
MMP02232063,CP003051.1,GCA_000327045.1,765912,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thioflavicoccus,Thioflavicoccus mobilis,862,492
MMP10031634,CP032363,GCA_003711085.1,2320140,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Poseidonibacter,Poseidonibacter peruensis,566,358
MMP11621491,CP040367,GCA_005577315.1,86664,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_H,Priestia,Priestia flexa,567,359
MMP07838500,CP024794,GCA_003047225.1,2052936,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_H,Priestia,Priestia megaterium,568,359
MMP02603142,AE017126,GCA_000007925.1,167539,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus marinus,569,360
MMP02598410,CP000825,GCA_000018065.1,93060,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus_A marinus_A,570,361
MMP02603288,CP000576,GCA_000015965.1,167546,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus_A marinus_E,571,361
MMP02598321,CP000111,GCA_000012645.1,74546,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus_A marinus_L,572,361
MMP02603921,CP000551,GCA_000015645.1,146891,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus_A marinus_O,573,361
MMP02603924,CP000552,GCA_000015665.1,167542,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus_A marinus_P,574,361
MMP02954344.1,GCA_000218705,GCA_000218705.1,1041938,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus_A marinus_Q,575,361
MMP02954344.2,GCA_000218705,GCA_000218705.1,1041938,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus_A marinus_Q,575,361
MMP02954344,GCA_000218745.1,GCA_000218745.1,1041939,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus_A marinus_T,576,361
MMP3138209,BX548174,GCA_000011465.1,59919,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus_A pastoris,577,361
MMP02769551,CP007753.1,GCA_000757845.1,1501268,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus_A sp000757845,578,361
MMP02603287,CP000553,GCA_000015685.1,167555,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus_B marinus_B,579,362
MMP00623057,CP000095,GCA_000012465.1,59920,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus_B marinus_B,579,362
MMP02769563,CP007754.1,GCA_000757865.1,1501269,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus_B sp000757865,580,362
MMP02603917,CP000554,GCA_000015705.1,59922,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus_C marinus_B,581,363
MMP3138210,BX548175,GCA_000011485.1,74547,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus_C marinus_B,581,363
MMP00622972,CP000878,GCA_000018585.1,93059,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus_D marinus_B,582,364
MMP12405820,CP042905,GCA_008000775.1,2594042,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,AMARA-1,Prometheoarchaeum,Prometheoarchaeum syntrophicum,583,365
MMP05282066,CP016432,GCA_001687065.1,1868325,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris,Prosthecochloris vibrioformis,584,366
MMP04054243,CP006911,GCA_001281385.1,1125411,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Thioglobus,Thioglobus singularis,863,493
MMP02848474,CP008725,GCA_001682155.1,1427364,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Thioglobus,Thioglobus singularis,863,493
MMP07775767,CP023860,GCA_003326015.1,2508687,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Thioglobus,Thioglobus singularis_A,864,493
MMP03280981,CP010552,GCA_001293165.1,1705394,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Thioglobus,Thioglobus_A autotrophicus,865,494
MMP00060997,AP012273.1,GCA_000828615.1,1076588,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,Thiolapillus brandeum,866,495
MMP10233482,CP033040,GCA_004293625.1,2267253,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,Thiomicrorhabdus indica,867,496
MMP11774795,CP040602,GCA_005885815.1,2580412,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,Thiomicrorhabdus sp005885815,868,496
MMP00060908,AP009247,GCA_000010405.1,412965,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Vesicomyosocius,Vesicomyosocius okutanii,876,504
MMP09917449,CP032093,GCA_003544875.1,1074311,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio alfacsensis,877,505
